"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","interv_t_First.Click","interv_t_Last.Click","interv_t_Page.Submit","interv_t_Click.Count","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","comments","workerId","assignmentId","hitId","study_time","payment","condition"
"367","2019-06-06 11:22:36","2019-06-06 11:57:26","0","34ba58988994ad87","100","2089","1","2019-06-06 11:57:26","R_3s5GhbSYyWkpsIJ","","","","",33.43,-112.28,"anonymous","EN","15.234","478.819","508.081","111","5","4","4","4","5","8.002","63.913","64.761","9","5","6","5","4","2","7","1.01","49.758","50.579","12","6","4","4","5","1","5","11.43","32.398","32.989","12","2","2","7","2","7","17.909","50.814","51.559","7","4","6","5","2","6","8.756","23.579","24.427","11","6","4","4","6","13.307","23.314","24.174","6","3","5","4","4","3","0.5","17.401","18.202","10","4","2","4","4","0.76","12.844","13.684","6","3","5","5","3","5","4.131","22.519","22.552","11","3","7","3","6","1","0.785","246.432","247.632","17","4","3","4","5","5","7.309","40.233","40.987","8","6","4","7","7","6","0.591","19.011","19.042","12","6","6","5","3","3","0.882","17.765","17.793","10","7","7","7","3","6","5.903","21.986","23.062","8","It is a very important and serious subject and my opinion is still unsure. I believe in the help and efficiency of vaccines but we can never guarantee what they might do to us in the long term.","ab1b3c84b5adf6b4","3LKC68YZ3A3Z233APVJU33GA2EQWOA","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"368","2019-06-06 11:53:05","2019-06-06 11:57:40","0","4410ee62a8514d17","100","275","1","2019-06-06 11:57:41","R_2c165SsMHDggHJQ","","","","",50.83,-0.19,"anonymous","EN","","","","","3","3","2","2","5","3.77","13.366","14.357","5","4","5","4","5","1","1","2.12","16.994","17.912","6","3","6","3","4","1","6","3.07","21.867","22.755","7","1","5","5","4","5","12.459","25.402","26.607","5","1","7","6","1","6","1.469","13.837","14.749","7","7","1","1","7","3.687","10.638","11.5","4","1","7","3","7","3","1.546","8.647","9.626","5","7","1","1","7","1.672","10.608","11.43","4","5","5","1","6","2","2.666","15.484","16.265","5","1","7","1","7","1","3.713","10.361","11.488","5","5","3","1","6","7","7.627","17.915","18.714","5","4","5","5","4","5","5.073","14.261","14.923","5","3","5","5","4","3","2.606","12.316","13.08","5","3","4","2","4","6","3.066","12.657","13.456","5","","7d82f70820bdbab1","31Q0U3WYDPFZGWV8BLD7ZR4LGCH170","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"369","2019-06-06 11:39:34","2019-06-06 11:58:01","0","24a6b499db0e9b67","100","1106","1","2019-06-06 11:58:01","R_8qvfu1WkwY9iO0p","","","","",38.95,-77.03,"anonymous","EN","28.412","182.076","209.014","3","3","5","4","4","5","2.048","42.68","44.667","6","5","4","5","5","1","3","3.53","64.009","66.031","7","6","5","4","6","3","5","2.65","198.326","199.69","7","3","4","5","4","5","3.098","34.878","36.386","6","3","5","5","3","6","3.194","36.683","38.944","7","4","5","4","5","11.041","34.987","37.45","4","4","4","5","6","3","4.296","29.895","31.719","5","4","4","5","4","5.843","23.753","25.54","4","4","5","5","4","5","3.144","60.744","63.05","7","3","7","2","6","1","4.28","30.407","32.377","7","6","5","3","5","6","3.61","53.615","55.336","8","5","4","3","5","4","1.904","76.161","77.585","6","5","5","5","4","4","1.983","24.769","26.138","6","6","6","6","3","5","2.108","66.657","68.218","7","No","bf7ec8b76b4f48fd","3EWIJTFFVO7KIMP02ANDRWDSX7A0ED","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"370","2019-06-06 11:48:07","2019-06-06 11:58:41","0","5402346f2f780de7","100","633","1","2019-06-06 11:58:41","R_2ya2if9SGSN5ZYa","","","","",25.6,-80.4,"anonymous","EN","0.863","53.637","92.032","3","4","4","4","4","5","2.245","5.02","6.997","6","4","4","4","3","7","4","3.001","7.535","10.461","7","5","5","7","5","1","1","19.444","38.319","40.584","8","4","4","4","3","4","3.718","8.38","10.919","6","6","3","4","6","3","4.064","10.622","14.038","5","1","6","7","3","2.891","13.951","14.782","4","7","1","7","1","3","3.87","86.184","87.307","6","1","7","4","4","2.695","16.382","17.633","4","7","4","4","7","7","49.504","58.372","60.277","5","4","1","4","4","3","3.324","8.871","9.827","6","6","4","4","1","4","12.065","30.004","32.689","7","4","3","4","5","3","2.651","8.027","9.88","5","7","4","1","4","4","5.82","21.176","22.234","5","7","4","5","4","6","60.456","66.648","67.818","5","","608bab7006536f63","3VW04L3ZLT61LCMS0R2COZLANK8XXG","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"371","2019-06-06 11:54:43","2019-06-06 11:58:55","0","a0eea7e49cd2db2a","100","251","1","2019-06-06 11:58:55","R_2B3Duds4TcLVgpK","","","","",37.77,-122.26,"anonymous","EN","","","","","6","2","4","4","5","2.755","12.204","12.892","6","5","6","3","2","1","6","2.468","18.292","19.172","6","3","7","5","5","1","6","5.437","19.118","19.943","7","2","2","7","2","6","2.363","12.027","12.858","5","2","6","6","2","6","2.163","13.395","14.298","6","5","2","1","7","3.795","15.003","15.795","6","1","6","4","7","3","1.64","10.352","11.064","7","6","2","3","7","1.675","13.683","14.204","7","3","6","2","5","2","4.122","15.563","16.581","6","1","7","3","7","1","3.196","10.484","11.109","5","5","3","5","6","6","3.629","15.557","16.187","6","3","6","3","2","6","2.605","14.798","15.742","8","4","3","3","6","7","1.223","16.319","17.159","8","4","6","3","5","6","2.863","14.559","15.689","6","","e3dd4a3fa51f0aba","3OF2M9AATGOK67N02QB8VQTJZBUKZE","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"372","2019-06-06 11:49:05","2019-06-06 11:59:10","0","678c05d674305b61","100","604","1","2019-06-06 11:59:11","R_1guxojebM3H0mbH","","","","",27.41,-82.39,"anonymous","EN","","","","","6","4","5","5","5","10.218","52.293","53.976","5","7","6","2","4","1","5","4.613","23.842","24.856","6","4","6","3","4","2","7","4.819","52.121","53.839","7","1","1","3","1","7","6.675","29.318","30.883","6","2","5","4","1","6","3.11","21.059","22.152","7","6","1","1","7","4.012","23.944","25.433","5","1","5","2","7","3","12.487","27.232","28.519","5","1","1","2","7","4.553","15.472","16.515","4","2","6","4","6","3","10.368","26.063","26.923","5","4","7","4","7","1","3.541","25.838","71.195","5","6","4","1","6","7","17.052","64.589","66.083","6","5","4","3","5","4","22.999","41.7","43","5","5","5","5","4","4","4.024","19.357","20.33","5","5","5","4","4","5","29.355","51.889","52.832","5","no comments","8c83478451c1d86e","3O7L7BFSHEPVPH6G60CJX0DOJ1UEIP","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"373","2019-06-06 11:43:16","2019-06-06 11:59:21","0","5a9b471bb5e728d3","100","964","1","2019-06-06 11:59:22","R_2QgN7UjVC5ZXwT4","","","","",40.56,-76.93,"anonymous","EN","","","","","3","4","5","5","5","7.511","380.447","381.259","5","5","1","5","2","1","3","5.391","37.976","38.789","9","5","6","4","4","2","6","3.062","49.189","50.151","9","1","2","7","2","5","7.984","28.52","29.592","5","2","7","7","2","7","5.357","23.831","24.624","5","7","3","2","6","21.936","42.831","43.662","4","4","6","2","7","3","5.835","56.931","57.847","5","5","1","1","5","2.419","15.868","17.868","4","4","6","2","5","3","6.256","27.992","28.895","5","1","7","2","7","1","4.489","43.04","43.952","6","5","5","2","3","5","3.518","35.055","36.043","7","5","3","5","6","2","8.74","30.404","30.901","6","7","7","5","2","2","3.935","19.399","20.345","5","5","5","3","4","6","92.056","108.409","109.221","5","","2a76fdd63a24ca73","3YDGXNSEOZUK89XA88OFBP7J3GT48Z","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"374","2019-06-06 11:42:44","2019-06-06 11:59:33","0","6d354424dc503016","100","1009","1","2019-06-06 11:59:34","R_2uyeV3omcmGeSHy","","","","",40.77,-73.96,"anonymous","EN","9.86","94.369","97.965","11","5","6","6","5","5","15.022","35.968","36.704","10","2","5","6","2","2","2","2.622","16.869","17.668","10","6","6","4","4","2","6","35.054","49.184","49.844","13","3","6","6","3","6","10.726","22.924","23.683","9","2","5","4","2","6","2.442","16.326","18.347","7","6","5","2","6","3.048","11.828","12.527","6","2","6","3","7","3","4.312","16.064","16.72","7","6","2","2","6","5.73","15.392","16.273","6","2","6","2","6","2","4.701","104.423","105.312","8","6","6","2","6","1","2.747","10.526","11.268","9","4","5","4","4","4","5.183","12.769","15.469","9","3","6","2","1","6","3.632","16.591","17.392","8","1","1","1","7","7","2.223","16.504","17.301","7","1","2","2","5","7","1.48","17.457","19.754","9","","2f09a6d83d3cb4cc","3VHHR074H3HC63ZC4VVQJ6DZEIIL7M","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"375","2019-06-06 11:52:01","2019-06-06 11:59:52","0","c6136f47c60640cc","100","471","1","2019-06-06 11:59:53","R_1NCaiqHe2SYmZZN","","","","",41.57,-87.17,"anonymous","EN","0","0","99.235","0","3","1","1","1","5","2.717","15.634","18.366","6","2","6","2","7","1","6","6.175","28.214","29.954","6","4","7","2","2","1","7","2.212","15.11","16.75","6","1","2","1","1","5","2.898","21.544","23.595","5","1","7","7","1","7","2.695","8.732","9.803","5","7","2","1","7","5.736","27.95","29.501","5","1","7","1","7","3","1.809","9.847","10.707","5","7","1","1","7","3.048","14.801","15.755","4","1","6","1","5","1","5.634","29.848","31.16","5","1","7","1","7","1","2.861","11.055","12.104","5","3","2","1","6","7","13.003","33.338","34.108","7","3","4","2","4","2","2.194","16.913","18.142","6","4","6","6","1","1","4.08","13.792","14.814","5","3","3","3","3","6","9.202","31.138","32.759","7","","de6ebf9d7355fa3e","3UJ1CZ6IZHPKNCGJ0BDUX8DYF6YS5V","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"376","2019-06-06 11:51:29","2019-06-06 12:00:17","0","47b78c1885836127","100","528","1","2019-06-06 12:00:18","R_3HMOinZyCkhikdf","","","","",28.57,-80.82,"anonymous","EN","","","","","5","1","5","4","5","3.49","29.158","30.158","6","7","5","7","3","1","3","4.758","32.2","33.11","8","7","5","6","1","1","7","5.411","46.569","49.257","9","1","1","7","1","7","7.696","24.385","25.385","6","1","7","7","1","7","17.444","34.585","37.13","6","7","1","1","7","12.264","31.862","32.812","6","1","7","1","7","3","5.102","20.917","22.308","6","7","1","3","7","7.695","22.888","24.522","4","1","7","1","7","1","4.367","21.567","22.55","6","1","7","1","7","1","11.323","27.1","28.675","6","7","6","7","5","5","12.28","40.542","41.954","6","7","1","7","7","1","3.307","18.388","19.48","6","7","7","7","1","1","39.259","50.769","51.57","6","5","5","1","1","7","6.401","26.511","27.572","6","none","aa77c14bb37c4b28","3EJPLAJKEMGD7S2B0MH7L7O1YGD6ZY","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"377","2019-06-06 11:56:00","2019-06-06 12:00:41","0","56d713cb9d65b35f","100","281","1","2019-06-06 12:00:42","R_WvacHWqssYSj7cl","","","","",41.8,-87.93,"anonymous","EN","","","","","3","6","5","4","5","4.137","17.444","18.141","5","6","3","5","5","1","3","2.886","16.646","17.341","6","7","6","6","5","1","6","4.121","17.781","18.304","6","2","4","6","3","5","2.059","13.532","14.246","5","2","6","6","1","5","1.778","11.192","11.991","6","6","3","1","7","1.535","12.615","13.184","4","1","5","3","7","3","2.643","11.54","12.197","5","6","2","3","6","2.473","8.662","9.317","4","4","6","3","3","5","16.16","33.11","34.23","6","1","7","4","7","2","3.391","18.406","18.992","6","6","5","5","4","5","2.888","15.169","15.763","6","6","4","5","5","4","7.889","21.594","22.324","7","6","5","5","4","3","4.215","12.702","13.401","5","6","5","7","2","3","2.55","16.47","17.224","5","","bbe831be76640fc5","37U1UTWH9VMR9FZ8JKKSJIITVVI8RT","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"378","2019-06-06 11:49:19","2019-06-06 12:00:58","0","a34bb04e5bfe80d4","100","699","1","2019-06-06 12:00:59","R_1pGUMAmlOr9XHkF","","","","",38.69,-121.35,"anonymous","EN","0","0","204.016","0","6","5","5","5","5","7.6","30.025","32.47","5","6","6","5","6","4","2","4.308","25.324","26.233","6","7","5","5","2","2","6","3.416","33.916","34.852","8","2","3","6","2","5","5.1","37.629","38.382","7","1","7","7","1","7","4.161","15.2","16.196","5","5","4","3","5","12.296","28.937","29.683","4","3","5","5","4","3","3.828","20.362","21.242","5","5","3","4","4","9.649","23.4","24.481","4","3","4","4","3","5","5.859","36.491","37.232","7","2","6","4","5","2","3.826","22.299","23.264","5","7","7","5","5","7","3.5","28.054","29.744","5","6","4","4","6","5","6.772","25.225","26.185","7","7","5","3","5","5","4.199","18.322","19.234","5","6","4","6","2","2","5.617","28.818","29.536","5","","d947edc66c0c7ae2","3A4TN5196KIGWOBI4RO370C6YC2HC6","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"379","2019-06-06 11:55:54","2019-06-06 12:02:45","0","b23c0eeaaea3d485","100","411","1","2019-06-06 12:02:46","R_pFCNMwjRNmPCMQ9","","","","",41.9,-88.75,"anonymous","EN","91.229","91.229","91.703","1","5","3","3","1","5","2.241","2.241","25.416","1","6","5","5","3","2","1","0","0","20.56","0","5","4","7","5","2","3","0","0","22.8","0","2","3","6","2","5","0","0","12.381","0","1","5","5","2","6","0","0","12.71","0","2","3","5","3","0","0","19.084","0","5","2","3","4","3","0","0","16.346","0","2","4","5","3","0","0","13.699","0","4","6","4","3","5","3.251","3.251","25.927","1","4","4","6","3","3","28.494","30.7","36.029","2","4","5","4","5","6","0","0","24.878","0","5","3","5","7","3","0","0","14.976","0","5","4","5","5","3","0","0","16.196","0","4","4","7","3","2","0","0","16.916","0","","01f2890b92acd684","3WYP994K17RD22S640FO70FZSM6Y6W","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"380","2019-06-06 11:47:35","2019-06-06 12:04:53","0","b5ac9ebe6741e4e7","100","1038","1","2019-06-06 12:04:55","R_2YXHyHzhFeSnWqx","","","","",41.92,-87.7,"anonymous","EN","","","","","6","1","6","5","5","6.34","22.228","22.806","8","6","3","6","4","2","1","3.576","16.116","17.078","7","7","1","5","3","1","4","65.091","86.954","87.676","9","2","1","6","2","6","6.501","23.398","24.175","8","5","4","6","1","6","11.976","50.184","54.202","8","4","7","2","3","3.295","15.64","16.312","6","4","2","4","3","3","197.277","205.804","206.11","6","3","4","6","3","3.806","11.537","12.912","6","4","5","4","3","5","7.384","23.575","24.245","6","4","4","6","3","3","5.883","21.416","21.739","7","5","6","6","2","3","5.668","19.381","19.937","8","6","2","5","6","1","3.59","36.365","36.858","6","7","5","6","3","2","355.39","378.47","379.126","5","5","7","5","3","3","27.684","41.675","41.893","7","","c2b3a768194d01fb","3TY7ZAOG5FKN4MHAYWYGPRQXH4DK0O","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"381","2019-06-06 11:53:46","2019-06-06 12:05:10","0","b9a971071f54555d","100","684","1","2019-06-06 12:05:10","R_2v09GluxFlR9DDX","","","","",43.17,-77.6,"anonymous","EN","0","0","149.581","0","5","4","4","5","5","10.704","40.215","41.818","5","2","6","2","1","4","4","7.525","29.192","31.245","6","2","6","1","4","4","6","7.202","34.825","36.12","6","2","1","7","1","6","7.281","28.058","32.804","5","2","7","7","2","6","6.067","21.468","22.525","5","6","4","1","7","5.167","31.232","32.439","5","1","6","4","7","3","4.2","17.45","19.483","5","7","1","4","4","4.765","17.582","18.824","4","2","7","4","5","2","6.396","30.975","31.989","5","1","7","4","7","1","5.263","27.522","28.855","6","2","2","1","6","6","7.185","30.462","34.494","5","4","6","5","5","6","9.948","32.859","34.055","5","5","5","5","6","6","8.101","28.814","30.671","5","5","4","3","7","6","7.92","30.349","34.237","5","","0a33a26d0e481096","39JEC7537U1LEP629G57M13F6RFCVT","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"382","2019-06-06 11:55:17","2019-06-06 12:05:44","0","8f7ef4266e0f00ad","100","627","1","2019-06-06 12:05:45","R_1IW3OHUJ0K7gPOi","","","","",34.45,-86.92,"anonymous","EN","40.498","147.087","170.67","3","5","5","5","5","5","7.777","31.533","32.951","6","5","3","5","4","4","3","4.023","26.367","27.696","7","6","3","5","5","3","4","5.798","29.881","31.25","7","4","4","5","5","3","5.537","22.923","24.127","6","3","5","5","3","5","5.759","21.015","22.839","5","5","4","4","4","3.27","18.455","19.952","4","4","3","5","4","3","3.145","15.325","17.218","5","4","5","4","4","3.326","14.694","16.331","4","4","4","4","3","5","6.312","25.398","27.368","5","5","4","5","4","4","6.419","24.007","25.835","5","4","4","4","4","3","3.98","28.807","29.91","7","5","4","4","4","3","8.988","22.775","24.493","5","5","4","3","5","4","3.978","21.604","23.098","5","4","5","5","4","5","6.306","25.014","26.322","6","No","7e23c5c289c92869","3FTOP5WARFOST2BSGBY4OCQK2GC0J6","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"383","2019-06-06 11:59:41","2019-06-06 12:06:28","0","0629321573a942b0","100","406","1","2019-06-06 12:06:29","R_1GOj0pn1IEc0zE5","","","","",33.98,-83.36,"anonymous","EN","","","","","1","1","1","1","5","3.563","12.172","13.837","5","3","5","4","3","2","4","3.473","23.39","24.381","6","7","4","6","4","4","4","2.669","25.773","27.868","6","2","2","6","2","4","4.72","18.784","19.857","5","2","6","6","2","7","1.886","17.708","19.213","6","6","2","1","6","3.257","16.026","17.048","5","1","6","2","7","3","2.508","19.197","22.055","7","6","2","2","6","4.202","14.146","15.129","4","2","5","2","6","2","4.184","18.05","19.014","5","2","6","2","6","2","2.244","11.194","12.788","6","4","4","4","5","5","3.464","13.79","14.598","5","6","3","4","4","4","3.125","17.376","18.332","5","4","4","6","4","2","4.356","15.086","15.912","5","4","4","4","4","4","3.403","13.041","14.509","6","","6ec23458d3541ff0","3UNH76FOCS5FR5DYRGM5WWCLINMYM9","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"384","2019-06-06 12:01:42","2019-06-06 12:06:53","0","2271a08989e90772","100","311","1","2019-06-06 12:06:54","R_3sssSZ6RQdJC6jl","","","","",38.91,-76.54,"anonymous","EN","","","","","3","2","6","1","5","2.265","18.06","18.49","7","5","3","5","4","3","1","3.444","18.854","19.962","9","4","5","2","2","2","7","1.994","18.959","19.695","10","1","1","7","2","6","2.768","15.457","16.248","5","1","7","6","1","7","9.11","24.064","24.51","5","6","3","1","7","7.238","17.555","18.785","4","1","6","2","7","3","8.481","16.784","17.513","6","6","2","3","6","3.53","13.642","14.13","6","2","6","2","5","2","6.162","19.077","19.675","6","7","7","1","7","1","2.055","8.29","8.685","6","5","5","3","3","5","2.105","17.646","18.245","5","6","2","5","6","2","1.839","22.728","23.567","6","3","6","6","2","3","2.054","11.149","11.675","5","3","3","5","6","7","1.992","16.804","17.564","5","Thank you for taking the time to study this very important issue!! ","5ecb6ac3ad0a06f5","3TE22NPXPBCJP8A8W5Y2UDRE1UZ44U","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"385","2019-06-06 12:03:55","2019-06-06 12:08:02","0","42ffa1d19c0952d9","100","246","1","2019-06-06 12:08:02","R_1IsW2oauc7BiEgW","","","","",33.28,-83.98,"anonymous","EN","","","","","3","3","2","2","5","2.108","19.129","19.616","6","4","5","2","3","2","6","2.832","13.768","14.366","6","5","6","2","3","3","5","1.914","16.97","19.143","7","3","3","5","2","5","2.861","18.894","20.699","5","2","6","6","2","6","2.417","9.097","9.654","5","6","1","1","6","2.48","7.528","8.406","4","1","6","2","6","3","2.529","7.577","8.102","5","5","2","5","6","3.674","10.658","11.568","5","2","6","3","6","3","3.09","20.17","20.952","9","2","7","2","6","1","1.176","10.367","11.733","6","5","3","4","4","5","5.46","15.884","16.834","6","6","2","5","5","2","6.16","14.44","15.139","5","6","6","6","2","3","2.418","10.098","10.529","6","5","5","6","3","5","2.005","19.613","20.587","6","n/a","8e69fabdbef7da6c","38SKSKU7R1X9VNG8NMZNAV38SYQILB","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"386","2019-06-06 12:04:12","2019-06-06 12:08:14","0","84cb1f0a1b0c8a29","100","241","1","2019-06-06 12:08:14","R_1QsGeXAMM8wtJhb","","","","",38.76,-77.09,"anonymous","EN","","","","","2","1","1","1","5","7","19.84","20.606","5","1","7","1","1","1","7","2.336","12.261","13.007","7","6","6","2","4","5","7","4.978","21.085","21.882","7","1","4","7","1","5","1.871","21.131","22.01","5","1","7","7","1","7","2.318","7.194","8.036","5","7","1","1","7","2.121","7.503","8.233","4","1","7","1","7","3","1.579","7.265","8.091","6","7","1","1","7","2.3","7.369","8.406","4","2","7","1","6","1","3.183","20.686","21.781","7","1","7","1","7","1","1.103","7.173","8.126","5","6","2","2","7","7","2.204","15.736","17.186","5","6","6","4","5","6","2.865","18.244","18.833","5","6","2","5","6","6","1.536","12.6","13.597","7","6","2","2","7","7","2.252","15.359","16.331","6","","f056839745d6d096","3NG53N1RLVJ6X2JT6SG3ENIEUDX8P4","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"387","2019-06-06 12:00:41","2019-06-06 12:08:33","0","224d7d4448759c71","100","472","1","2019-06-06 12:08:34","R_pJZszjq8u0G2GzL","","","","",40.61,-74.02,"anonymous","EN","0","0","135.298","0","6","5","5","5","5","7.098","17.294","18.282","6","7","5","6","4","2","3","3.435","18.069","18.926","7","5","4","5","5","2","5","3.292","18.606","19.164","6","3","4","5","4","4","2.443","16.505","17.152","5","4","6","4","2","4","2.433","13.395","14.066","5","4","5","4","4","2.723","16.622","17.349","7","4","3","4","3","3","2.365","15.613","16.403","5","4","4","5","4","3.332","10.204","11.884","4","5","4","4","4","5","2.014","14.022","14.787","5","4","3","5","3","5","3.85","14.734","15.746","6","4","5","4","4","4","2.747","21.093","21.995","7","5","3","4","5","3","9.405","40.865","41.817","8","5","3","3","5","5","2.158","19.97","20.65","8","5","4","4","4","3","2.948","20.695","21.672","8","","39078632c7abc58c","37UQDCYH6XVF28B6IZXW6FB15HQV7N","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"388","2019-06-06 12:06:38","2019-06-06 12:11:43","0","f2d87835aa5ed657","100","304","1","2019-06-06 12:11:44","R_24It28VwQodm2iC","","","","",43.1,-89.31,"anonymous","EN","0","0","110.616","0","7","1","7","1","5","0","0","13.5","0","4","6","4","4","4","1","0","0","11.958","0","7","6","4","1","1","6","0","0","14.294","0","1","1","7","1","7","0","0","8.701","0","1","7","7","1","7","0","0","6.608","0","7","2","1","7","0","0","15.178","0","1","6","1","7","3","0","0","5.672","0","7","1","1","7","0","0","6.573","0","2","7","4","4","4","0","0","13.63","0","1","7","4","7","1","0","0","7.3","0","6","2","3","4","5","0","0","14.801","0","4","6","1","4","6","4.673","4.673","12.878","1","7","3","4","6","2","0","0","8.37","0","4","6","2","6","7","0","0","8.522","0","","071865f5c9c9c2c3","3VJ40NV2QIN7AMZGUQEJGJ9BYLKOTQ","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
