StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,interv_t_First.Click,interv_t_Last.Click,interv_t_Page.Submit,interv_t_Click.Count,hb_1,hb_2,hb_3,hb_4,check_5,hb_t_First.Click,hb_t_Last.Click,hb_t_Page.Submit,hb_t_Click.Count,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,nat_t_First.Click,nat_t_Last.Click,nat_t_Page.Submit,nat_t_Click.Count,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,medSkept_t_First.Click,medSkept_t_Last.Click,medSkept_t_Page.Submit,medSkept_t_Click.Count,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseRare_t_First.Click,diseaseRare_t_Last.Click,diseaseRare_t_Page.Submit,diseaseRare_t_Click.Count,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,diseaseSevere_t_First.Click,diseaseSevere_t_Last.Click,diseaseSevere_t_Page.Submit,diseaseSevere_t_Click.Count,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccEff_t_First.Click,vaccEff_t_Last.Click,vaccEff_t_Page.Submit,vaccEff_t_Click.Count,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,check_3,vaccDanger_t_First.Click,vaccDanger_t_Last.Click,vaccDanger_t_Page.Submit,vaccDanger_t_Click.Count,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccTox_t_First.Click,vaccTox_t_Last.Click,vaccTox_t_Page.Submit,vaccTox_t_Click.Count,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccStrain_t_First.Click,vaccStrain_t_Last.Click,vaccStrain_t_Page.Submit,vaccStrain_t_Click.Count,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,vaccIntent_t_First.Click,vaccIntent_t_Last.Click,vaccIntent_t_Page.Submit,vaccIntent_t_Click.Count,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,parentExpert_t_First.Click,parentExpert_t_Last.Click,parentExpert_t_Page.Submit,parentExpert_t_Click.Count,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmLimCap_t_First.Click,infantImmLimCap_t_Last.Click,infantImmLimCap_t_Page.Submit,infantImmLimCap_t_Click.Count,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,infantImmWeak_t_First.Click,infantImmWeak_t_Last.Click,infantImmWeak_t_Page.Submit,infantImmWeak_t_Click.Count,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,overpar_t_First.Click,overpar_t_Last.Click,overpar_t_Page.Submit,overpar_t_Click.Count,comments,workerId,assignmentId,hitId,study_time,payment,condition
4/4/19 10:37,4/4/19 10:50,0,4c9af62014fd2f15,100,754,1,4/4/19 10:50,R_3NEvpOlteUwV4It,,,,,,,anonymous,EN,149.76,149.76,150.382,1,6,4,5,4,5,16.044,31.7,35,5,4,4,5,3,1,2,3.6,24.732,26.251,7,1,6,2,4,6,7,10.218,96.623,97.831,7,1,4,6,1,6,9.128,35.392,36.975,5,1,7,7,1,7,4.072,14.223,15.104,5,7,1,1,7,3.486,31.467,45.893,5,1,6,4,7,3,2.301,19.669,27.769,5,7,1,1,7,3.5,11.92,13.24,4,2,6,1,5,2,5.663,32.48,34.202,8,1,7,1,7,1,9.495,34.737,36.422,5,4,1,1,5,6,4.741,31.415,33.289,5,7,1,4,6,1,16.151,43.778,45.027,5,6,7,5,2,2,8.175,18.557,20.024,5,5,6,5,1,6,4.758,23.274,24.444,6,I greatly enjoyed being a part of this study and hope to do more from the research team.  The formatting of a few bubbles per page with a progress bar was greatly appreciated.  Thank you.,db89b3f773740a98,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:39,4/4/19 10:50,0,008fac2b3ef01e33,100,620,1,4/4/19 10:50,R_Uu8HZgq52lyHe01,,,,,,,anonymous,EN,5.36,76.94,106.016,6,6,4,5,4,5,3.218,23.402,25.337,6,5,5,3,5,7,5,3.054,18.224,19.438,7,7,3,6,7,1,2,3.107,21.516,22.419,8,2,2,5,2,2,2.368,16.839,18.053,5,3,5,6,3,6,6.013,15.785,17.202,5,3,2,5,4,2.836,12.618,13.882,4,2,4,3,4,3,2.395,14.344,15.559,6,4,4,4,4,4.247,14.961,15.687,5,5,5,4,4,5,2.923,16.655,17.695,6,5,5,7,5,2,3.006,14.257,15.247,6,6,6,5,3,5,3.585,15.444,16.811,6,6,3,4,4,3,7.114,20.593,21.433,5,6,4,4,5,4,3.074,13.554,14.849,6,5,4,3,5,5,3.499,15.621,16.43,6,I feel like the vaccine discussion always centers around beliefs about vaccines causing autism when many parents have other concerns that get disregarded or never addressed. ,8c9d218bda7205d6,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:43,4/4/19 10:50,0,4ea0c2322467df79,100,427,1,4/4/19 10:50,R_2YnRTlzRaua5x4Z,,,,,,,anonymous,EN,0,0,197.836,0,4,4,4,4,5,4.037,14.883,15.587,10,6,2,6,6,2,6,1.91,14.73,15.487,7,1,6,1,6,6,6,3.543,15.539,16.147,8,2,2,6,2,6,2.053,14.082,14.832,6,1,6,6,1,6,2.435,9.987,10.787,5,6,2,1,6,3.202,12.522,12.872,5,1,6,1,6,3,3.213,12.003,12.681,6,7,1,1,7,2.055,8.984,9.416,7,2,6,2,6,2,3.295,20.439,21.477,9,1,6,4,6,1,2.639,11.559,12.31,5,5,4,4,6,6,4.179,11.493,12.254,5,6,2,5,5,4,4.068,16.28,16.637,7,6,6,6,2,2,1.891,13.911,14.213,8,6,5,5,6,6,3.792,10.13,12.269,6,,1252567c4694418c,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:42,4/4/19 10:50,0,27ce0eadd70335cb,100,514,1,4/4/19 10:50,R_vZgprE9aZaO2g8x,,,,,,,anonymous,EN,0,0,152.275,0,5,4,4,4,5,1.807,7.623,8.714,10,6,5,3,1,1,4,39.561,51.893,52.356,13,1,7,1,1,6,7,4.582,21.025,21.687,19,1,1,7,1,7,4.165,11.771,12.789,10,1,7,7,1,7,9.782,19.017,20.345,5,7,1,1,7,6.972,13.464,14.185,4,1,5,1,7,3,1.5,8.702,10.952,10,7,1,1,7,2.482,7.783,9.183,10,1,7,1,7,1,1.952,10.556,12.137,13,1,7,2,7,1,2.672,10.658,11.359,10,2,2,1,6,6,2.887,13.966,16.366,12,7,3,5,6,3,4.614,13.934,14.664,16,3,5,7,3,2,1.745,7.656,8.093,12,1,7,4,5,4,9.378,22.439,24.153,7,,ec10cfa2b7ae4ce9,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:29,4/4/19 10:51,0,e294480583d28bde,100,1345,1,4/4/19 10:51,R_20YxKTw84i54Mx5,,,,,,,anonymous,EN,0.743,237.287,246.905,28,5,2,2,2,5,1.545,50.656,51.359,16,5,5,2,3,2,6,6.4,57.046,63.015,15,5,5,5,5,3,3,17.638,49.289,49.839,19,2,6,6,5,2,7.141,34.651,38.053,11,2,6,6,2,6,3.692,25.94,26.805,11,6,2,2,6,4.534,25.816,26.51,12,2,6,2,6,3,3.884,20.811,21.532,12,6,2,2,6,21.728,46.117,46.782,10,3,6,2,5,2,9.419,45.218,45.945,17,2,6,2,6,2,12.724,50.701,51.487,15,5,2,2,6,6,5.997,28.134,30.288,14,2,6,2,2,6,5.464,33.888,34.608,13,3,4,2,5,5,40.098,71.501,72.209,27,5,5,5,2,5,3.788,33.595,34.2,19,None. Vaccines are more helpful than bad. Thank you!,28ee5b188362ef55,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:45,4/4/19 10:51,0,4166b354f068b8a2,100,382,1,4/4/19 10:51,R_2pS516yCqkhx361,,,,,,,anonymous,EN,91.82,91.82,92.166,1,5,5,5,6,5,1.698,4.139,6.706,7,5,5,4,3,1,5,2.981,18.863,19.597,9,6,4,6,6,3,5,1.268,6.797,7.103,8,2,3,5,2,5,2.629,20.311,20.648,12,1,7,7,1,7,87.873,95.427,96.01,7,4,5,5,6,0.717,4.356,4.85,5,1,6,1,7,3,1.841,10.352,11.015,5,6,1,2,6,1.515,8.844,9.338,5,1,6,1,5,2,4.262,14.472,14.973,6,7,7,1,7,1,1.678,9.932,10.538,7,6,6,4,5,6,2.368,13.107,13.754,8,6,2,6,6,2,5.141,15.233,16.218,5,6,6,6,2,2,2.16,8.729,9.289,7,6,6,6,6,6,3.643,14.422,14.975,5,No,6989c1ca4f6aea2a,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:41,4/4/19 10:51,0,f0e6af757d5d9ca1,100,648,1,4/4/19 10:51,R_2z8YMdOizVcpGY3,,,,,,,anonymous,EN,2.639,142.477,162.666,6,7,7,5,4,5,12.758,33.176,34.533,5,4,5,2,2,4,1,3.28,21.952,23.332,6,4,5,6,4,1,5,3.408,24.744,25.841,7,1,1,7,1,2,10.149,42.032,43.745,5,1,7,7,1,7,3.296,12.781,13.87,5,7,2,2,6,3.691,17.577,18.806,5,2,5,4,5,3,3.799,23.743,25.302,5,6,1,2,6,4.565,19.199,20.274,5,3,4,1,5,2,4.02,24.023,26.089,5,2,5,5,4,1,8.268,19.441,20.729,5,4,4,3,5,6,3.618,32.192,35.215,5,2,5,3,3,5,14.382,55.806,58.174,5,5,3,3,5,4,3.697,20.441,21.627,5,5,6,6,1,2,3.819,26.326,27.636,5,No,0a65abc4c8cf9193,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:24,4/4/19 10:52,0,d3df8691206f1226,100,1679,1,4/4/19 10:52,R_3EYZwbxlFCWVZhj,,,,,,,anonymous,EN,365.478,367.578,368.09,3,6,6,4,6,5,84.435,87.825,88.874,7,5,6,5,4,5,4,0.775,3.823,10.915,6,7,4,5,4,4,5,0.705,3.11,4.534,7,6,6,5,6,4,2.857,4.958,5.906,5,2,7,2,1,4,12.69,17.521,18.181,6,5,4,4,5,121.926,122.944,124.624,5,4,4,5,6,3,15.528,20.312,21.496,8,6,5,4,3,1.073,2.665,3.3,5,7,6,5,7,6,12.558,14.965,15.919,6,4,6,6,5,1,3.206,10.132,10.979,7,5,5,4,5,3,0.39,1.949,3.27,6,7,6,4,5,6,0.946,3.027,3.821,5,6,5,4,5,5,160.591,161.796,162.857,5,3,6,5,5,5,1.861,5.93,6.5,9,,647e1b9a6405ec83,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:36,4/4/19 10:52,0,118c361b72e0a000,100,915,1,4/4/19 10:52,R_2asmumSbEA5PFNm,,,,,,,anonymous,EN,3.291,3.713,253.286,2,5,4,3,3,5,2.498,75.726,77.291,5,5,5,3,4,4,5,5.199,29.67,30.91,6,5,5,5,5,3,5,28.226,55.88,56.577,6,3,3,5,4,5,9.965,30.487,31.795,5,3,5,5,3,5,2.203,18.497,19.763,5,5,3,3,5,11.285,22.409,23.475,4,3,4,4,5,3,4.85,27.03,27.965,5,5,3,3,5,9.201,21.466,22.35,5,3,5,3,3,4,6.913,29.297,30.009,8,3,5,4,5,3,4.118,19.529,20.313,5,4,3,3,5,5,41.99,66.882,68.862,6,5,3,5,5,3,7.639,25.781,27,5,5,5,5,3,3,4.2,16.381,17.188,5,4,5,4,4,5,6.351,23.764,24.577,5,,d3212e689cae5a5a,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:33,4/4/19 10:52,0,dff27e0906d6b0c6,100,1170,1,4/4/19 10:52,R_bJjyYZ3iqGN0t6F,,,,,,,anonymous,EN,0,0,146.384,0,3,1,1,1,3,54.523,67.78,69.104,7,4,5,6,2,1,3,75.677,109.364,110.026,6,3,7,2,2,5,5,4.052,296.107,296.726,6,1,2,7,2,7,23.122,30.57,31.269,6,1,7,7,1,7,4.151,23.311,23.826,5,7,3,1,7,3.255,11.392,12.096,5,1,7,1,7,3,1.854,7.302,10.704,5,7,1,1,7,218.392,224.08,224.86,4,6,5,5,2,3,3.288,12.752,13.738,5,1,7,1,7,1,2.255,6.103,6.953,5,2,2,2,7,7,46.513,54.841,58.177,5,7,1,6,6,1,16.054,27.51,28.059,7,3,7,6,1,1,6.493,57.174,58.143,5,1,3,2,5,6,5.39,35.43,36.105,6,,5574d44c8b4aeb07,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:44,4/4/19 10:52,0,c98835bc50824d77,100,498,1,4/4/19 10:52,R_1f9hPoUE9cbzenc,,,,,,,anonymous,EN,0,0,94.348,0,6,6,6,6,5,6.885,25.102,25.78,5,7,3,6,6,2,1,3.461,29.957,30.731,8,6,3,5,5,2,3,4.556,30.436,32.011,8,4,5,5,5,3,4.547,21.795,22.771,5,5,4,3,4,3,4.359,22.055,22.983,5,4,5,4,5,4.863,18.287,18.99,4,4,3,4,4,3,4.708,15.628,16.406,5,4,4,5,3,4.051,14.299,15,4,4,4,4,4,6,4.279,24.35,25.222,6,3,5,6,4,4,2.708,15.932,16.571,5,6,5,4,5,5,3.008,24.368,25.326,7,5,3,5,5,3,3.976,22.919,23.798,6,3,4,4,3,5,3.91,17.806,18.628,6,5,4,5,4,6,3.023,23.695,24.453,5,,e292a9c3ac374c74,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:32,4/4/19 10:53,0,0b36126d16c6c1fe,100,1274,1,4/4/19 10:53,R_1mpXlAEzf9m4Dn4,,,,,,,anonymous,EN,3.581,14.367,181.12,4,5,3,4,3,5,3.363,79.812,85.269,13,4,6,2,3,1,6,5.254,40.233,45.785,10,5,6,4,3,3,5,3.656,43.689,47.044,8,4,4,5,5,2,4.684,65.284,70.339,11,2,6,5,2,6,5.563,30.058,31.242,6,6,4,2,6,6.703,27.506,28.512,7,2,4,4,6,3,1.705,25.542,32.027,6,6,2,3,6,12.711,26.394,30.065,5,2,6,2,3,4,17.547,42.488,48.124,6,2,6,3,6,1,29.068,50.541,53.622,6,4,3,2,5,6,5.928,42.041,46.877,6,5,3,5,5,3,10.527,47.932,50.994,8,6,5,6,3,2,2.799,29.62,30.815,7,6,6,6,4,3,23.573,53.788,58.334,5,,b7f116fffbbf71a8,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:48,4/4/19 10:53,0,778ca7e4d5b723d7,100,313,1,4/4/19 10:53,R_2zRYKLK5N9F3wgh,,,,,,,anonymous,EN,0,0,92.634,0,4,3,2,3,5,2.44,12.237,12.869,14,3,5,2,2,2,6,1.219,16.095,16.85,30,4,6,2,2,3,6,1.722,14.914,15.89,26,3,2,6,3,5,1.023,12.676,13.345,21,2,6,5,2,6,2.894,11.887,12.403,18,6,3,2,6,3.234,10.837,11.825,16,2,6,2,6,3,2.649,9.382,10.055,9,6,2,2,6,2.774,9.661,10.308,12,3,6,2,6,2,2.994,14.788,15.251,5,2,6,3,6,2,2.196,12,12.584,6,6,6,5,4,4,3.478,14.323,15.016,23,2,4,4,4,4,2.317,13.284,13.911,24,5,5,5,2,2,1.218,11.265,11.789,21,5,5,5,4,3,2.847,13.073,13.575,23,,0fbd769cf2594b3b,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:47,4/4/19 10:53,0,8f56dd79f64285ff,100,394,1,4/4/19 10:53,R_1kSJYiG50DCD28I,,,,,,,anonymous,EN,0,0,100.084,0,1,1,1,1,5,2.414,23.735,25.543,5,1,4,1,1,1,5,1.579,21.411,24.1,8,1,7,1,1,7,7,20.862,30.887,31.741,6,1,7,7,1,7,3.151,12.656,13.237,5,1,7,7,1,7,1.4,14.441,15.07,7,7,1,1,7,1.776,10.128,10.798,4,1,7,1,7,3,2.573,9.509,10.299,5,7,1,1,7,3.157,9.533,10.203,4,1,7,1,7,1,2.399,10.391,11.165,5,1,7,1,7,1,1.019,8.411,9.198,5,1,1,1,7,7,1.831,26.984,27.799,10,7,1,1,7,1,3.572,16.453,17.211,7,7,7,7,1,1,4.34,16.828,17.395,10,7,7,7,7,3,1.813,17.069,25.229,7,,342475d016065120,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:42,4/4/19 10:54,0,da23fe4258d4c5f3,100,718,1,4/4/19 10:54,R_3m8KG7YtUnK3i0Y,,,,,,,anonymous,EN,91.077,128.801,135.25,3,5,3,3,3,5,2.593,43.185,45.143,8,3,5,3,5,2,5,2.594,53.29,56.807,6,5,4,5,2,3,6,3.208,32.032,35.254,6,2,2,6,2,6,9.873,19.945,24.247,5,3,6,6,2,5,3.057,20.329,23.166,5,5,2,2,6,4.651,15.443,20.433,4,3,5,3,6,3,6.095,33.12,37.367,5,6,2,3,6,2.665,12.713,14.377,4,3,6,2,5,3,3.993,17.801,19.856,5,2,6,3,6,1,9.75,20.55,22.227,5,4,4,3,5,5,8.232,49.576,53.173,7,5,4,4,5,3,3.494,27.494,36.979,5,5,5,5,4,4,2.983,21.606,28.58,6,3,5,3,5,5,7.307,21.818,24.257,5,"I am still unsure about some of the statements presented, and some used 'extreme' language like 'never' or 'always', which makes it difficult to agree/disagree with such statements",e666d8501f10d22a,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:44,4/4/19 10:54,0,9df79f5b39fc466f,100,652,1,4/4/19 10:54,R_2cobEqIPQBFpZtp,,,,,,,anonymous,EN,0,0,167.669,0,4,4,4,4,5,3.589,11.571,12.665,5,4,4,4,4,2,4,13.913,35.608,40.957,7,6,4,4,4,2,4,5.414,15.105,16.546,7,4,4,4,4,4,1.388,4.887,5.974,5,6,6,6,2,6,60.227,100.029,106.483,6,4,4,4,4,1.142,3.017,4.292,4,4,4,4,6,3,3.303,34.81,36.724,6,5,2,4,6,1.151,16.271,17.292,5,4,4,4,4,4,1.81,9.622,10.88,5,4,7,4,7,1,9.491,24.568,25.888,5,4,4,4,4,4,1.346,4.484,5.659,5,4,4,4,4,4,3.692,6.66,7.618,5,6,6,4,2,4,4.687,15.291,16.281,5,4,4,4,4,4,19.991,23.52,24.952,5,no,dda8517b5c0b8996,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:43,4/4/19 10:55,0,037cf7f10afd4980,100,702,1,4/4/19 10:55,R_1IActzAdcdNlRYD,,,,,,,anonymous,EN,2.311,134.157,156.159,33,5,3,5,3,5,0.71,36.886,37.612,8,7,2,7,7,1,1,1.485,29.285,31.5,9,7,2,6,6,1,1,4.28,38.323,39.008,9,6,5,2,3,5,0.83,37.818,38.522,7,3,2,3,5,3,5.191,27.508,32.504,8,1,5,7,3,1.79,27.113,27.815,7,6,2,5,3,3,0.811,17.081,17.781,7,1,6,7,1,6.422,16.506,21.513,4,7,3,7,1,7,4.156,22.453,23.502,6,5,3,6,2,5,0.847,27.485,28.581,7,5,4,6,3,3,0.831,29.581,32.169,8,5,4,3,5,2,0.64,43.587,45.006,11,3,3,5,5,5,2.416,56.934,58.22,11,3,5,3,5,6,0.866,47.408,48.46,8,Thanks!,f914ec83f4a48ee9,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:45,4/4/19 10:56,0,063baaa6351e7009,100,628,1,4/4/19 10:56,R_2qeN7NjFh5u7g8S,,,,,,,anonymous,EN,12.146,16.382,95.016,3,2,1,1,1,5,4.661,58.686,61.276,6,3,7,1,7,1,5,5.583,33.456,34.185,6,3,7,4,5,2,5,2.996,31.544,32.517,8,1,1,7,1,5,6.474,19.735,20.789,5,2,7,7,1,7,2.702,20.394,21.774,5,7,1,1,7,8.351,19.248,21.282,4,1,7,1,7,3,1.897,13.837,18.238,5,7,1,2,7,5.022,13.399,14.967,4,1,7,1,7,1,3.444,21.025,22.199,5,1,7,1,7,1,2.796,15.435,16.62,5,1,1,1,5,6,2.297,32.477,33.613,5,6,2,6,6,1,3.513,20.876,21.762,5,7,7,7,1,1,12.984,92.03,94.752,6,6,6,2,2,6,5.718,22.075,24.173,5,None at this time. Thank you.,3eac792fc108856e,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:45,4/4/19 10:56,0,5c26084a6e5a475f,100,642,1,4/4/19 10:56,R_2dMkLY4Zkh7uVD9,,,,,,,anonymous,EN,0,0,136.326,0,5,1,4,1,5,4.33,82.498,83.065,8,5,6,3,1,1,5,5.199,26.663,27.724,6,5,6,3,3,1,5,9.276,48.82,50.281,10,1,1,7,1,4,4.265,24.721,25.726,6,1,7,7,1,7,3.162,14.954,15.838,6,7,1,1,6,3.159,15.926,17.34,4,1,7,1,7,3,3.387,19.043,19.881,5,6,1,1,6,2.797,15.268,15.697,4,1,6,3,4,3,6.777,27.344,28.35,6,1,7,1,7,1,5.1,26.404,27.386,5,4,1,3,5,6,5.212,47.844,48.618,8,7,3,4,6,2,7.463,31.503,32.262,7,5,6,7,2,3,4.812,20.685,21.21,5,3,3,1,6,7,2.816,22.096,22.87,5,Very interesting study and put together very well!,4cbebeb342fa2ea4,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:31,4/4/19 10:56,0,8335f5b4e6546295,100,1479,1,4/4/19 10:56,R_Rgzj3FWvaTJdHWx,,,,,,,anonymous,EN,0,0,318.564,0,4,3,6,5,5,3.394,19.335,20.09,5,6,6,4,3,1,3,4.807,18.357,19.252,7,5,6,3,6,3,5,3.324,20.712,21.407,6,1,6,7,1,7,3.872,14.005,14.773,5,2,7,7,1,7,3.165,886.281,886.898,5,5,3,2,5,3.246,16.064,16.935,4,1,6,4,5,3,4.795,31.524,32.29,5,4,3,3,5,3.6,11.567,12.636,4,4,6,3,3,4,3.137,19.615,20.218,6,1,7,1,7,1,4.172,12.469,13.249,5,7,3,3,4,5,2.718,19.24,20.226,5,6,3,5,5,3,3.88,14.581,15.493,5,7,6,5,3,4,3.059,12.305,13.132,5,6,7,7,5,1,2.004,12.32,12.669,6,,ff046075990ee5ab,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:45,4/4/19 10:56,0,8dfba9da763f66bd,100,633,1,4/4/19 10:56,R_2tcn5UNRoTfTra3,,,,,,,anonymous,EN,6.098,116.451,131.346,4,6,4,6,5,5,6.704,39.984,41.484,11,7,2,7,5,4,1,3.497,28.605,34.336,14,5,5,6,4,1,5,4.209,39.033,40.437,14,3,5,6,3,5,3.021,28.205,29.771,11,3,5,5,3,4,5.241,31.463,32.945,11,5,4,4,6,3.575,28.631,29.991,9,5,3,6,4,3,2.958,21.946,24.336,11,3,4,6,3,2.496,19.499,21.021,9,5,5,5,1,6,3.039,25.227,26.496,11,5,6,7,5,3,1.896,22.787,24.055,11,7,5,6,5,5,3.3,29.841,31.433,12,5,4,5,5,5,4.129,33.501,35.534,11,4,4,4,4,5,2.167,24.773,26.09,11,7,7,7,6,7,3.232,23.711,25,13,,cf7a2f5a9660f7aa,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:50,4/4/19 10:56,0,79829258009296b1,100,350,1,4/4/19 10:56,R_3Mh77ZP4s02CK9e,,,,,,,anonymous,EN,57.082,57.994,123.585,3,2,2,2,2,5,3.837,8.997,9.746,5,2,5,2,2,2,2,1.246,9.046,9.531,8,3,7,1,1,6,7,1.811,17.573,17.866,16,1,1,7,1,7,3.999,10.217,10.872,6,1,7,7,1,7,1.628,6.165,6.578,5,7,2,1,7,1.689,7.114,8.199,6,1,7,1,7,3,1.925,6.261,6.733,5,7,1,2,7,1.927,8.656,9.328,7,1,7,1,7,1,5.124,12.965,13.761,7,1,7,1,7,1,1.081,7.074,7.621,5,2,2,2,6,7,1.853,9.109,9.858,7,6,5,4,4,5,2.19,8.847,9.282,6,3,5,5,3,4,2.992,11.065,11.353,7,5,4,4,5,3,11.988,22.286,22.524,6,,60086d10d1bbdf91,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:17,4/4/19 10:57,0,71c65f428779c1be,100,2381,1,4/4/19 10:57,R_xFtnHfc1uFOYbtf,,,,,,,anonymous,EN,62.59,146.057,160.431,9,2,1,1,1,5,4.342,27.835,29.849,5,4,6,2,3,2,5,7.966,383.939,385.864,7,4,6,2,2,6,7,4.781,35.423,36.969,8,1,1,7,2,1,91.797,115.7,118.854,8,1,7,7,1,7,86.471,100.714,103.022,5,7,2,1,7,175.039,220.29,222.009,5,1,6,2,7,3,3.035,21.984,23.542,5,7,1,2,7,2.158,20.777,22.335,7,2,7,1,6,2,3.596,24.757,27.082,5,1,7,2,7,1,3.813,21.094,23.138,5,2,2,1,7,7,4.34,200.689,202.549,5,7,1,6,7,1,607.282,620.338,621.158,5,7,7,7,1,1,2.701,11.284,12.93,6,7,7,7,2,2,133.057,145.09,146.294,5,Great information.,d70ea89e5de021d8,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:47,4/4/19 10:57,0,d27e99d8ce1e8a31,100,604,1,4/4/19 10:57,R_UJCgsfkMBxolUDn,,,,,,,anonymous,EN,7.625,75.494,121.788,19,6,5,6,5,5,5.227,24.16,25.159,7,3,6,3,4,2,3,3.48,37.233,38.452,8,3,6,3,3,4,6,5.571,34.936,36.425,11,3,3,6,3,6,0.037,26.935,28.128,7,3,6,6,2,6,2.489,31.668,33.23,9,6,3,3,6,4.867,14.262,15.903,4,2,6,3,6,3,3.524,15.22,16.422,5,6,2,2,6,4.576,13.569,15.316,4,2,6,2,6,3,2.05,20.776,21.972,8,2,6,3,6,2,5.832,17.726,19.176,5,3,3,3,6,6,3.382,13.824,14.732,5,6,2,6,6,2,4.647,15.538,16.917,5,6,6,6,3,6,7.592,30.994,32.539,6,6,6,6,3,5,2.92,18.966,20.025,5,,7e0debec55fb11b5,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:49,4/4/19 10:58,0,5e3273684f0b56b8,100,511,1,4/4/19 10:58,R_77cXw7nyNg45vY5,,,,,,,anonymous,EN,0.518,100.424,112.614,7,7,6,5,4,5,5.178,25.4,37.126,6,4,7,5,2,2,1,3.726,18.052,19.183,6,7,5,6,7,1,3,4.359,18.425,21.378,7,1,2,7,3,5,4.653,22.689,23.636,7,5,7,7,1,6,2.582,11.972,12.725,6,6,5,2,6,7.469,14.609,15.87,4,7,4,5,5,3,2.533,15.729,16.684,7,1,6,7,1,3.909,9.469,10.696,4,6,6,5,1,7,3.579,14.28,15.1,5,2,6,5,5,1,2.086,14.064,15.012,5,5,6,4,2,5,4.959,18.981,19.979,5,6,6,4,6,6,3.844,22.602,23.773,6,5,6,6,6,5,4.75,51.05,56,14,5,6,5,6,7,2.855,14.545,15.329,5,,9e15736329d0c58b,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
