StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,hb_1,hb_2,hb_3,hb_4,hb_check_5,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,sex,age,race,religion,educ,income,parent,expecting,children,youngest_child,comments,workerId,assignmentId,hitId,study_time,payment
9/6/17 10:41,9/6/17 10:50,IP Address,3591e3f512c1ade4,100,510,TRUE,9/6/17 10:50,R_AaLtYasUZAs2frr,,,,,,,anonymous,EN,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Female,40,White,Christian,High School or Equivalent,"$30,001 - $50,000",Yes,No,4,4 years old,,806d95fdd028a29f,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:48,9/6/17 10:50,IP Address,4dac37b79d635a43,100,113,TRUE,9/6/17 10:50,R_1GylgO5BcWXM2fg,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Male,29,White,Christian,Undergraduate Degree,"$30,001 - $50,000",No,No,,,no thank you,16b35f7a1f0b53e4,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:40,9/6/17 10:50,IP Address,3d8cb8d068a859bc,100,595,TRUE,9/6/17 10:50,R_2tEw4w3Lt6foiFD,,,,,,,anonymous,EN,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Disagree,Strongly disagree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Female,23,White,Non-religious,High School or Equivalent,"$20,000 - $30,0000",No,No,,,,638452f0c4e9c958,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:50,IP Address,3bdec838711da47e,100,472,TRUE,9/6/17 10:50,R_22m0crB3xVONRTv,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Female,43,Hispanic/Latino,Non-religious,Undergraduate Degree,"$30,001 - $50,000",Yes,No,3,12 years old,,d1a437611623f7be,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:43,9/6/17 10:50,IP Address,628b16cca904e396,100,442,TRUE,9/6/17 10:50,R_25RPSsEfMFDKT3b,,,,,,,anonymous,EN,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Male,28,Asian,Christian,Some Undergraduate Education,"$20,000 - $30,0000",No,No,,,,bc5d79b644a90e25,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:40,9/6/17 10:50,IP Address,00e17b3e00f3275d,100,615,TRUE,9/6/17 10:50,R_10GfkeoxX0rnxz5,,,,,,,anonymous,EN,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,28,White,Christian,High School or Equivalent,"$30,001 - $50,000",No,No,,,,4094641d6c20fbd0,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:40,9/6/17 10:50,IP Address,508e09ab59a1193b,100,568,TRUE,9/6/17 10:50,R_2U5b767gay3Tf1p,,,,,,,anonymous,EN,Somewhat agree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Female,38,Black or African American,Christian,Graduate or Professional Degree,"More than $100,000",Yes,No,2,1 year old,"Very interesting study,thought provoking ",ed2b12f96fec16c2,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:41,9/6/17 10:50,IP Address,ad0961cc905eb387,100,544,TRUE,9/6/17 10:50,R_soNFbUA9IlRT8vT,,,,,,,anonymous,EN,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Strongly disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Disagree,Disagree,Male,74,White,Christian,Undergraduate Degree,"$50,001 - $70,000",No,No,,,,c190fa8d78da94c5,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:50,IP Address,db2ac92b5bae7da1,100,476,TRUE,9/6/17 10:50,R_2EuyPIsCt9QTkFQ,,,,,,,anonymous,EN,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Disagree,Strongly agree,Female,52,White,Christian,Some Undergraduate Education,"$50,001 - $70,000",Yes,No,1,Over 18 years old,,e3bedbfb532d6303,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:50,IP Address,70c7478faca7fea3,100,492,TRUE,9/6/17 10:50,R_OBQTFoMoQx6mked,,,,,,,anonymous,EN,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Somewhat disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Male,34,White,Christian,Graduate or Professional Degree,"$50,001 - $70,000",Yes,No,2,10 years old,Vaccines are safe,3d83097868673cf5,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:44,9/6/17 10:50,IP Address,8cddc0d4390418d6,100,385,TRUE,9/6/17 10:50,R_1Do1prsqpFwhD07,,,,,,,anonymous,EN,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Female,36,White,Non-religious,Some Undergraduate Education,"Less than $20,000",No,No,,,None.,9b74fb6426ba0e95,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:43,9/6/17 10:50,IP Address,a533e59d2546c72b,100,440,TRUE,9/6/17 10:50,R_p5TUsaeguQVxgTT,,,,,,,anonymous,EN,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Male,40,White,Non-religious,High School or Equivalent,"$30,001 - $50,000",Yes,No,1,Less than 1 year old,NA,95872a2671904dfb,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:41,9/6/17 10:50,IP Address,a23c11cb7bd20944,100,521,TRUE,9/6/17 10:50,R_qHZC2cvPF6ftPHj,,,,,,,anonymous,EN,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Male,28,White,Non-religious,Some Graduate or Professional Education,"Less than $20,000",No,No,,,,2b0463d41604d340,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:44,9/6/17 10:50,IP Address,27f79aec84266cd8,100,333,TRUE,9/6/17 10:50,R_3iqZirVhaBqwIZ7,,,,,,,anonymous,EN,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Male,28,White,Non-religious,Undergraduate Degree,"$30,001 - $50,000",No,No,,,,ca2c3201726316c2,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:44,9/6/17 10:50,IP Address,1054fe98e66a6cc7,100,389,TRUE,9/6/17 10:50,R_3nDxUuSzodBv2CW,,,,,,,anonymous,EN,Somewhat disagree,Disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Male,52,White,Non-religious,Click to write Choice 8,Prefer not to say,Yes,No,2,11 years old,Wish you success in your project,b0f758eddde2c46a,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
