"","X","workerId","gender","age","ethnicity","education","job","income","political_party","political_beliefs","comments_pretest","eligible_pretest","duration_pretest","hb_1_pretest","hb_2_pretest","hb_3_pretest","hb_4_pretest","hb_check_5_pretest","nat_1_pretest","nat_2r_pretest","nat_3_pretest","nat_4_pretest","nat_5_pretest","nat_6r_pretest","medSkept_1_pretest","medSkept_2r_pretest","medSkept_3_pretest","medSkept_4_pretest","medSkept_5r_pretest","medSkept_6r_pretest","diseaseRare_1_pretest","diseaseRare_2_pretest","diseaseRare_3r_pretest","diseaseRare_4_pretest","diseaseRare_5r_pretest","diseaseSevere_1r_pretest","diseaseSevere_2_pretest","diseaseSevere_3_pretest","diseaseSevere_4r_pretest","diseaseSevere_5_pretest","vaccEff_1_pretest","vaccEff_2r_pretest","vaccEff_3r_pretest","vaccEff_4_pretest","vaccEff_check_1_pretest","vaccDanger_1_pretest","vaccDanger_2r_pretest","vaccDanger_3_pretest","vaccDanger_4r_pretest","vaccDanger_check_3_pretest","vaccTox_1r_pretest","vaccTox_2_pretest","vaccTox_3_pretest","vaccTox_4r_pretest","vaccTox_check_6_pretest","vaccStrain_1_pretest","vaccStrain_2r_pretest","vaccStrain_3_pretest","vaccStrain_4r_pretest","vaccStrain_5_pretest","vaccIntent_1r_pretest","vaccIntent_2_pretest","vaccIntent_3r_pretest","vaccIntent_4_pretest","vaccIntent_5r_pretest","parentExpert_1_pretest","parentExpert_2_pretest","parentExpert_3_pretest","parentExpert_4r_pretest","parentExpert_5r_pretest","infantImmLimCap_1_pretest","infantImmLimCap_2r_pretest","infantImmLimCap_3_pretest","infantImmLimCap_4_pretest","infantImmLimCap_5r_pretest","infantImmWeak_1_pretest","infantImmWeak_2_pretest","infantImmWeak_3_pretest","infantImmWeak_4r_pretest","infantImmWeak_5r_pretest","overpar_1_pretest","overpar_2_pretest","overpar_3_pretest","overpar_4r_pretest","overpar_5r_pretest","is_parent_posttest","children_num_posttest","children_oldest_posttest","children_youngest_posttest","plan_parent_posttest","flushot_self_this_posttest","flushot_self_next_posttest","flushot_child_this_posttest","flushot_child_next_posttest","vax_delay_spread_posttest","vax_refuse_posttest","vax_exemption_posttest","attention_posttest","comments1_posttest","comments_posttest","condition","duration_posttest","hb_1_posttest","hb_2_posttest","hb_3_posttest","hb_4_posttest","hb_check_5_posttest","nat_1_posttest","nat_2r_posttest","nat_3_posttest","nat_4_posttest","nat_5_posttest","nat_6r_posttest","medSkept_1_posttest","medSkept_2r_posttest","medSkept_3_posttest","medSkept_4_posttest","medSkept_5r_posttest","medSkept_6r_posttest","diseaseRare_1_posttest","diseaseRare_2_posttest","diseaseRare_3r_posttest","diseaseRare_4_posttest","diseaseRare_5r_posttest","diseaseSevere_1r_posttest","diseaseSevere_2_posttest","diseaseSevere_3_posttest","diseaseSevere_4r_posttest","diseaseSevere_5_posttest","vaccEff_1_posttest","vaccEff_2r_posttest","vaccEff_3r_posttest","vaccEff_4_posttest","vaccEff_check_1_posttest","vaccDanger_1_posttest","vaccDanger_2r_posttest","vaccDanger_3_posttest","vaccDanger_4r_posttest","vaccDanger_check_3_posttest","vaccTox_1r_posttest","vaccTox_2_posttest","vaccTox_3_posttest","vaccTox_4r_posttest","vaccTox_check_6_posttest","vaccStrain_1_posttest","vaccStrain_2r_posttest","vaccStrain_3_posttest","vaccStrain_4r_posttest","vaccStrain_5_posttest","vaccIntent_1r_posttest","vaccIntent_2_posttest","vaccIntent_3r_posttest","vaccIntent_4_posttest","vaccIntent_5r_posttest","parentExpert_1_posttest","parentExpert_2_posttest","parentExpert_3_posttest","parentExpert_4r_posttest","parentExpert_5r_posttest","infantImmLimCap_1_posttest","infantImmLimCap_2r_posttest","infantImmLimCap_3_posttest","infantImmLimCap_4_posttest","infantImmLimCap_5r_posttest","infantImmWeak_1_posttest","infantImmWeak_2_posttest","infantImmWeak_3_posttest","infantImmWeak_4r_posttest","infantImmWeak_5r_posttest","overpar_1_posttest","overpar_2_posttest","overpar_3_posttest","overpar_4r_posttest","overpar_5r_posttest"
"123",123,"e47df747280fcc68",1,23,1,3,1,3,2,16,"","true",540,1,-1,1,1,1,-2,-1,-2,2,-2,-2,1,-2,0,-2,1,-2,-1,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,-3,-1,0,0,-1,-1,0,-1,0,0,2,1,-2,2,-1,0,1,2,1,2,2,-2,-1,-3,-2,-3,1,0,0,2,2,2,2,2,0,1,1,1,2,1,-2,0,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,1,"","","noInterv",478,2,0,1,2,1,-2,-2,-2,1,-3,-2,1,-2,0,-1,0,-2,-2,-1,-2,-2,0,1,3,0,3,1,2,1,2,2,-3,0,0,0,-1,-1,-1,0,1,-1,2,2,-1,0,1,0,2,2,2,2,2,1,1,-3,-3,-3,1,1,1,1,2,2,1,1,0,2,1,2,2,1,-2
"124",124,"b2859c868201ed36",1,65,1,4,6,5,1,54,"","true",373,2,0,1,1,1,3,3,3,1,0,3,3,3,0,2,3,3,-2,0,1,-3,-1,1,3,1,3,3,0,-1,1,-1,-3,1,0,1,1,-1,3,3,3,1,2,0,1,0,0,0,1,1,-1,0,1,1,0,-1,1,-1,1,0,0,0,0,2,1,1,1,2,1,1,1,1,0,1,1,36,36,NA,0,0,0,0,0,0,0,1,"","","noInterv",422,2,0,2,0,1,1,1,3,0,0,3,3,-1,0,1,3,3,0,-3,-2,-3,0,2,3,2,3,3,2,0,0,0,-3,1,0,1,2,-1,3,2,3,3,2,3,0,0,0,0,-1,3,0,2,3,2,2,-1,2,-1,-2,0,0,1,1,3,2,2,2,2,3,3,1,-1,-2
"125",125,"28f184287fa5dcc8",1,30,3,6,1,4,1,77,"good","true",400,3,2,0,2,1,2,-2,1,2,0,-1,1,-1,2,2,-1,0,1,0,-2,1,-2,-1,1,1,-2,2,2,-2,-2,3,-3,2,-1,3,-2,-1,-1,0,3,-1,2,1,-1,3,-2,2,-2,1,-1,3,-2,2,1,1,0,-2,1,-2,2,0,-1,0,2,2,-1,-1,1,0,2,-1,-2,1,2,3,1,NA,1,1,1,1,1,1,0,0,"like","good","noInterv",350,3,2,3,2,1,3,-1,2,2,1,-3,3,-1,3,2,-2,-1,2,0,-1,1,-2,-1,2,2,-1,0,2,-2,-1,1,-3,1,-2,1,-2,-1,-1,2,2,-1,2,3,-2,1,-2,2,-1,1,-2,2,-3,2,3,1,-2,-1,1,-1,0,2,-2,2,1,2,-1,-2,2,3,1,-2,-1
"126",126,"d6ba4fb3266d0f2e",2,55,1,3,2,1,9,40,"","true",532,-1,-1,0,-2,1,0,-1,-1,0,0,1,-1,2,0,1,3,0,-3,-2,-2,-3,-1,3,1,3,3,3,1,2,2,1,-3,-2,0,1,-2,-1,0,-1,0,0,2,0,0,0,0,0,-1,1,0,1,1,0,0,-1,0,-1,0,3,0,2,3,-1,0,0,0,0,0,1,-2,0,-1,1,3,30,20,NA,0,0,0,1,0,0,0,1,"","","noInterv",542,0,-2,-2,-2,1,-1,-3,-1,-3,0,1,0,-1,1,2,3,-1,-3,-3,-3,-3,-3,3,3,3,3,3,1,1,3,1,-3,-1,0,1,-1,-1,0,-1,1,0,2,1,0,0,0,0,3,3,0,3,3,1,-1,-1,0,-1,0,2,0,0,2,-1,0,0,-1,-1,1,3,1,-1,-1
"127",127,"b6ef426a3279e4c4",2,23,1,2,5,3,9,0,"","true",523,2,0,0,2,1,1,-1,-1,2,0,3,2,3,2,2,3,2,0,-1,1,-2,-1,-1,1,0,1,0,-1,-3,-1,-1,-3,-2,3,3,1,-1,2,1,3,2,2,1,2,1,2,3,-2,-2,-3,-2,1,3,2,-1,2,-1,2,0,0,2,1,1,2,2,1,1,0,1,3,-1,-2,1,2,5,2,NA,0,0,0,0,1,1,0,1,"","","diseaseRisk",818,2,0,1,0,1,1,-2,-2,0,0,3,2,1,2,2,3,1,-1,-1,-2,-1,-2,1,1,1,0,1,1,-2,-2,-1,-3,-2,2,3,1,-1,3,1,2,2,2,1,0,1,2,3,0,-2,-3,0,1,3,-1,0,2,-1,2,1,0,1,1,1,2,2,0,0,0,0,2,-1,-2
"128",128,"1358250c15ae86dd",2,37,5,6,1,6,2,17,"","true",332,1,0,1,-1,1,-1,0,-1,1,-3,0,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,2,1,2,1,2,1,1,2,-3,-3,-1,-1,-2,-1,-1,-1,0,-1,2,0,-1,0,-1,0,1,3,1,2,2,0,-1,-1,-1,-2,-1,0,1,0,0,2,1,2,-1,0,2,1,0,1,0,1,1,2,NA,NA,0,0,1,1,0,0,0,1,"","","noInterv",306,1,0,1,0,1,0,-1,-2,-1,-2,-1,1,-1,1,-1,0,-1,-2,-1,-1,-1,-1,2,2,2,2,2,2,1,2,2,-3,-3,-1,-1,-2,-1,-2,-2,-1,-1,2,0,-2,1,-1,0,2,3,0,2,3,0,-1,-1,-1,-2,2,-1,1,0,-1,1,1,1,0,-1,2,1,2,0,-1
"129",129,"d7a281bf4be689ca",1,35,1,3,3,5,2,21,"","true",411,-3,-3,2,-3,1,-2,-2,1,-3,-2,2,1,-3,-2,-2,-2,-3,-3,-3,-3,-3,-2,3,3,3,3,3,3,3,3,3,-3,-3,-2,-3,-3,-1,-2,-2,-3,-2,2,-3,-2,-3,-2,-2,3,3,3,3,3,-2,-3,-3,-2,-3,2,2,-2,1,2,-1,-2,-1,-1,-2,2,2,-1,-2,-2,0,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",524,-3,-3,-2,-3,1,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-3,-3,-3,-3,-3,3,3,-3,3,3,-3,-3,-3,3,-3,1,3,-3,-1,-2
"130",130,"e3ba3f3349088c77",1,33,7,6,1,3,11,49,"None, thanks","true",374,1,0,0,0,1,3,0,1,1,0,2,2,0,2,0,1,2,-2,-1,2,-2,-1,2,-2,0,2,2,0,-1,0,0,-3,-1,0,1,0,-1,-1,0,0,1,2,-1,0,0,0,-1,1,1,1,2,2,3,2,1,-1,-2,0,0,2,3,-1,3,2,3,1,-1,1,2,2,0,-3,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"None, thanks","","diseaseRisk",465,1,-1,0,0,1,-1,-1,2,0,-2,-1,1,0,1,0,2,-2,-2,-1,-2,0,-1,2,1,2,2,2,1,1,2,0,-3,0,-1,0,-2,-1,1,0,-1,0,2,-1,-1,-2,1,0,0,1,0,1,1,2,2,1,-1,-2,2,1,2,1,1,0,1,1,1,-1,1,1,1,0,0
"131",131,"e395373c53a159a8",2,25,1,3,1,3,2,0,"No","true",498,2,2,1,0,1,3,-2,2,-1,-2,2,1,-1,0,1,3,-2,1,1,1,1,1,-1,1,1,3,0,2,-1,2,-1,-3,1,-1,-1,-1,-1,1,0,2,0,2,0,-1,-1,-1,-1,2,1,-1,1,1,1,1,-1,1,-1,1,-1,0,-2,-1,1,-1,-1,-2,-2,0,2,1,2,2,0,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",530,2,0,0,0,1,2,-1,1,0,-2,3,-1,-1,0,0,2,-2,-1,1,-2,0,-2,0,2,2,2,2,1,-1,1,0,-3,-1,1,0,0,-1,0,0,1,0,2,-1,-1,1,0,1,1,0,-2,1,1,1,-2,-2,1,-2,0,1,1,1,1,0,0,-1,-1,-1,2,3,2,1,2
"132",132,"669d944771207b66",2,45,5,6,1,6,1,87,"none","true",512,2,-1,1,0,1,3,-3,3,-1,-3,0,2,-1,1,1,3,-2,-1,2,-1,-2,0,1,2,3,3,1,3,0,2,2,-3,0,-2,-1,-3,-1,-1,-1,-1,-3,2,0,-2,0,-1,0,2,3,1,3,2,-1,1,-2,-2,-3,1,-1,0,0,-2,3,2,3,2,2,3,3,1,-2,-3,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"N/A","N/A","noInterv",773,2,-2,-1,-2,1,3,-2,2,0,-3,1,2,-2,0,1,3,-2,-1,1,-2,-2,-1,3,3,3,3,3,2,1,1,3,-3,0,-1,-1,-2,-1,-3,-2,-1,-2,2,0,-3,-2,-2,0,3,3,3,3,3,1,2,0,-2,-3,3,-1,1,0,1,3,2,1,0,-2,3,3,1,-1,-2
"133",133,"ca4e251753efc1c2",1,67,1,3,2,2,9,82,"I heard a doctor state one time that in every medicine there is a little poison. I find this to be very true, in all medicines including vaccines, we have to weigh the good and bad.","true",630,2,-1,1,1,1,-1,-2,1,-2,-3,1,3,-1,2,2,3,1,-2,-2,-2,-1,-1,2,3,3,3,3,-1,1,1,1,-3,1,2,1,1,-1,1,1,2,2,2,1,1,-2,1,1,1,2,-1,2,2,1,2,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,2,1,2,-1,1,1,45,NA,NA,0,0,0,0,0,0,0,1,"none","none","noInterv",520,2,-1,-1,-1,1,-2,-2,1,2,-2,-1,2,1,1,1,3,-1,-2,1,-1,-2,-1,2,2,2,2,2,1,1,2,2,-3,1,1,1,1,-1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-2
"134",134,"49526c7eb8457d52",1,35,1,3,1,2,1,100,"","true",615,2,2,0,1,1,3,3,3,3,0,3,3,0,3,3,3,3,2,0,0,0,-2,0,1,1,-1,-1,-2,-3,-3,-3,-3,2,2,2,2,-1,3,3,3,3,2,3,3,3,3,3,-3,-3,-3,-3,-3,3,2,2,3,1,-2,-3,-2,-2,-3,-1,-3,-1,-3,-3,0,0,-3,-3,-3,1,1,8,8,NA,0,0,0,0,0,1,0,1,"none","","noInterv",528,3,2,1,3,1,3,3,3,3,-1,-3,3,-1,3,3,3,0,3,0,3,3,3,-3,0,-3,0,0,0,-3,-3,-3,-3,0,3,3,3,-1,3,2,3,3,2,3,1,3,2,3,3,-2,-3,-2,-1,1,1,0,3,1,0,0,-3,3,0,-3,-2,-2,-2,-3,0,0,-3,-3,3
"135",135,"449b3bfbafe67f15",2,35,1,2,2,3,10,34,"","true",564,1,1,-1,1,1,-2,-1,1,-2,-3,-1,3,0,3,3,1,-1,-2,-3,-2,-2,-2,3,3,3,3,3,2,-1,1,2,-3,1,1,1,1,-1,1,1,1,1,2,1,-2,1,1,1,1,1,-2,2,2,1,1,-2,1,-2,3,1,2,2,1,3,2,2,2,2,1,0,2,1,1,1,3,16,4,NA,0,0,0,0,1,1,0,1,"","","diseaseRisk",2032,-1,1,1,1,1,-2,-2,1,1,-2,1,2,0,2,3,2,-1,-2,-2,-2,-1,-1,2,2,2,2,3,1,-1,1,1,-3,-1,-1,1,-1,-1,0,2,1,-1,2,1,-2,1,1,1,1,1,-2,1,2,1,0,0,-1,0,1,1,1,2,2,2,2,2,2,2,2,0,3,-1,1
"136",136,"a512fd971a2fdea0",2,27,1,6,1,4,2,12,"Interesting study","true",447,2,1,0,1,1,2,-1,-1,-1,-2,1,0,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,2,2,-3,-2,-2,-1,-2,-1,0,0,-1,-1,2,-1,-1,-2,1,-1,1,2,2,2,2,2,1,1,-2,-2,2,1,1,1,1,2,1,1,-1,-1,1,1,1,0,1,1,1,2,NA,NA,0,1,1,1,0,0,0,1,"Interesting study ","I feel I answered them to the best of my ability. ","diseaseRisk",554,2,1,1,1,1,1,-2,-2,-2,-1,-1,1,-2,-1,0,2,-2,-2,-2,-2,-1,-1,2,2,2,2,3,2,-2,2,2,-3,-2,-2,0,-2,-1,-2,-1,-1,-1,2,-1,-2,-2,-1,-2,1,2,1,2,2,2,2,1,-3,-2,2,-1,1,1,-1,1,1,-1,-2,-1,1,2,2,2,1
"137",137,"18a96a18680025dd",1,29,1,6,1,5,1,100,"No","true",601,2,1,1,2,1,1,-2,2,-2,-2,1,-2,-2,1,1,3,-2,-3,-2,-3,-1,-1,-1,2,3,3,3,2,3,3,3,-3,-3,-2,-1,-3,-1,-3,-3,-2,-1,2,0,-2,-2,1,0,3,3,3,3,3,2,2,-2,1,-1,1,3,1,2,3,-1,1,1,2,1,1,-1,-3,-2,-3,1,1,1,NA,NA,1,1,0,1,0,1,0,1,"","","noInterv",1246,1,-1,1,1,1,-2,-1,-2,1,-3,2,-1,-3,1,1,3,-2,-3,-2,-1,-3,-2,3,2,2,3,3,1,3,3,2,-3,-3,-2,-2,-2,-1,-3,-3,-3,-2,2,-3,-2,-2,2,2,0,3,2,3,3,1,1,-2,1,1,-2,1,-2,2,2,-2,1,2,3,3,1,1,-2,-2,-3
"138",138,"a34dd575d850c102",1,30,1,5,1,4,9,28,"","true",515,1,2,2,2,1,2,0,1,2,-1,1,2,1,2,0,-1,-1,0,-1,-2,0,-1,1,1,1,2,0,-1,0,-1,-2,-3,1,2,1,2,-1,2,2,1,1,2,1,1,1,2,2,0,2,0,-1,-2,1,1,0,-1,-2,-1,-1,-1,1,-2,1,0,0,0,-1,-1,-1,0,0,-2,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"","","noInterv",2221,0,-1,-1,0,1,2,1,1,0,-2,2,2,0,-1,-1,2,2,0,0,1,0,0,0,1,0,0,0,-1,1,1,-2,-3,1,1,1,2,-1,1,1,2,2,2,2,2,1,0,1,-1,2,2,-2,-2,1,0,0,1,1,0,1,0,-1,-1,0,0,-1,-1,-1,-2,-1,-2,0,-1
"139",139,"09760010319d4a63",1,30,3,4,1,3,1,86,"good","true",416,3,2,2,2,1,2,-3,3,2,3,-2,2,-2,3,2,-3,-3,2,2,-1,3,-3,-2,2,3,-1,2,1,-2,-3,3,-3,3,-1,2,-2,-1,-3,2,1,-1,2,3,-2,3,-2,1,-3,2,-1,3,-2,3,2,3,-1,-2,2,-3,2,1,-3,2,2,2,-3,-3,1,2,3,-1,-2,0,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,1,"good","good","noInterv",535,3,1,2,2,1,3,-2,3,3,2,-2,3,-2,3,1,-2,-2,3,2,-2,2,-1,-2,1,3,-2,3,3,-2,-2,1,-3,2,-2,1,-3,-1,-2,3,3,-1,2,1,-3,3,-2,2,-2,2,-1,3,-3,1,3,2,-2,-3,1,-2,3,2,-3,3,2,3,-2,-1,2,3,2,-2,-1
"140",140,"3b69399b15e14cc5",1,39,5,4,2,3,2,8,"no","true",591,-1,2,2,2,1,2,0,0,-2,-2,2,0,-3,-2,0,3,-3,-2,-2,-2,-3,-2,2,3,-1,3,3,2,0,2,3,-3,-2,-2,-2,-2,-1,-3,-2,-2,-2,2,3,-3,-3,-2,3,3,3,-3,3,3,3,0,0,-3,-3,3,2,-1,2,2,0,2,2,-1,2,3,3,3,-3,-2,1,2,12,5,NA,0,0,1,1,0,0,0,1,"very informative and carefully designed survey","none","diseaseRisk",1178,-1,1,2,2,1,3,-3,1,0,-2,1,0,-3,-2,2,2,-3,-3,-2,3,-3,-3,3,3,3,2,3,3,2,2,3,-3,-3,0,-2,-2,-1,-2,-2,-2,-2,2,0,-3,-2,-3,2,3,3,-3,3,3,3,2,-1,-3,-3,3,2,-2,3,2,-2,1,2,-2,-2,3,3,3,0,1
"141",141,"9ebcfa465465159e",1,27,2,4,1,3,2,0,"None","true",461,-1,-2,-2,-2,1,1,-2,-1,2,0,-2,1,-2,-2,-2,2,-2,-2,2,-2,-2,0,2,3,2,2,3,3,1,3,3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-2,2,0,-1,1,0,0,3,3,1,3,3,-2,-2,-3,-2,-3,2,0,-2,-2,0,3,3,3,2,-2,1,1,-1,-2,1,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"","","noInterv",572,1,-1,-2,-2,1,2,-2,1,-2,0,-1,1,-2,0,-2,2,-2,2,2,2,0,-1,-2,-1,2,-1,1,3,3,2,3,-3,-3,-3,-3,-3,-1,-3,-3,-2,-3,2,0,1,1,0,-2,3,3,-1,3,3,0,-2,-3,-3,-3,1,1,1,1,1,2,0,1,0,1,0,-1,1,-1,-2
"142",142,"80170a2be85aa8ba",1,52,1,4,1,6,2,0,"No","true",467,-2,1,1,1,1,2,2,2,1,0,2,2,-1,1,-2,2,-2,-2,-2,-2,-2,-1,2,2,2,2,2,2,3,3,3,-3,-3,1,-2,-3,-1,-2,-2,-2,-2,2,0,-2,-2,1,1,2,3,-1,3,3,1,-1,-2,-1,-2,1,1,1,1,1,1,2,1,1,2,-1,2,-1,1,-2,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",511,-2,-2,-2,-2,1,2,0,2,1,-2,2,1,-1,1,-3,2,-3,-3,-3,-2,-3,-3,2,3,3,3,3,2,2,3,3,-3,-3,-1,-2,-3,-1,-2,-3,-3,-2,2,-1,-2,-2,-2,0,3,3,-1,3,3,-2,-2,-3,-2,-2,1,2,1,1,1,-1,2,2,3,3,1,0,-1,-2,-1
"143",143,"5d76fd6d3dd720d8",2,25,3,4,1,3,3,14,"","true",417,2,1,2,1,1,2,-2,2,1,-1,1,2,-1,-1,1,2,-1,-1,-1,1,-1,-1,1,2,1,1,2,1,-2,1,-1,-3,-1,1,1,-1,-1,0,0,2,-1,2,1,-2,1,0,2,1,2,-1,2,2,2,2,2,1,-1,2,2,2,2,2,1,-1,-1,-1,-1,1,2,2,1,-1,1,1,3,NA,NA,0,0,0,0,0,0,0,1,"","","diseaseRisk",430,1,3,3,2,1,2,-1,2,2,1,2,2,-1,1,2,3,2,-1,-2,-2,1,-3,3,3,3,3,3,2,-2,1,2,-3,-1,2,-1,-1,-1,-1,-1,1,-1,2,2,-2,1,1,3,2,3,-3,1,3,2,3,2,2,-1,2,2,2,2,2,2,-1,-1,-1,-1,2,3,-1,2,1
"144",144,"88f90efb50095068",1,30,1,6,1,3,9,29,"","true",711,1,-2,0,-2,1,-2,-2,-2,-2,-3,1,0,-2,-1,-2,2,-2,-1,1,-2,-1,1,-1,2,0,2,0,2,0,1,1,-3,-1,-1,0,-2,-1,0,-2,-1,0,2,0,-1,0,0,0,1,0,-1,1,1,1,1,1,-3,-3,0,0,1,1,1,2,0,1,-1,-1,2,2,-1,1,-1,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",681,0,-2,0,-2,1,0,-2,0,-3,-3,-1,0,-2,-1,-1,2,-2,-1,0,-1,0,-1,-2,2,2,2,2,-1,1,0,1,-3,-2,0,-2,-2,-1,1,-2,0,0,2,-1,-2,0,0,0,2,2,1,2,2,0,1,-1,-2,-2,-1,0,2,1,0,2,2,2,-1,-1,2,2,-2,-1,0
"145",145,"153b3a248a36b830",2,23,5,4,1,5,2,8,"No","true",299,0,2,1,0,1,-2,-3,-2,-2,-2,0,2,-2,-2,-2,-1,-3,-2,2,-2,-2,-2,2,2,2,3,2,2,2,3,2,-3,-3,-2,-2,1,-1,-2,-3,-2,-2,2,2,-2,-2,-2,-2,2,3,3,3,3,-2,-3,-3,-1,-2,1,-1,-1,-1,-2,-1,1,1,-1,-2,1,-1,-2,-1,-2,0,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,"","No","noInterv",489,-2,-3,1,-2,1,-2,-3,-2,-2,-3,-1,0,-2,-1,-2,3,-2,-3,2,-2,-2,-2,3,3,2,2,2,2,2,2,1,-3,-3,-3,-2,-1,-1,2,-3,-2,2,2,1,-3,-2,-3,-3,3,3,3,3,3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-3,-3,-3,-2,-2,-3,-1,-3,-2,-2,-1
"146",146,"9faa97ac526e6127",1,40,2,4,2,3,2,36,"I don't have any other comments. Thank you. ","true",823,1,2,2,2,1,2,-1,1,0,-1,2,1,-1,1,0,3,-1,-1,-1,-2,-1,-1,2,1,1,2,1,1,1,0,1,-3,-1,0,0,-1,-1,-1,-1,0,-1,2,-1,-1,-1,0,1,1,1,0,1,1,1,-2,-1,-1,-1,2,2,2,2,2,-2,1,1,1,1,-1,1,-2,-1,-2,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","I don't have any other comments, thank you. ","noInterv",637,2,2,2,2,1,2,-1,2,0,0,2,2,-1,1,0,2,-1,-1,-1,-2,0,-1,1,1,1,2,1,1,0,1,1,-3,0,0,0,-1,-1,-1,-1,-1,-1,2,-1,-2,0,-1,1,1,1,-1,1,1,1,-1,-2,-1,-1,2,1,2,2,1,0,1,1,1,0,-1,1,-1,-1,-2
"147",147,"ac2b9d6095cda62d",1,42,1,3,1,6,3,55,"No","true",370,2,-2,0,-3,1,0,-3,-2,-3,-3,-3,1,-2,-1,-1,2,-3,-3,-2,-2,-3,-2,3,1,3,2,3,2,2,2,2,-3,-3,-3,-3,-3,-1,-3,-3,-2,-3,2,-2,0,-2,-1,-2,-3,3,3,3,3,1,-3,-3,-2,-2,2,0,-2,-1,-1,-1,1,1,0,0,1,0,-1,-2,-2,1,2,8,5,NA,0,0,1,1,0,0,0,1,"","","noInterv",329,1,-3,-1,-3,1,-1,-3,-3,-3,-3,-3,1,-2,-2,-2,2,-2,-2,1,-3,-2,-1,3,2,3,2,2,3,2,2,3,-3,-3,-1,-2,-3,-1,-2,-3,-2,-3,2,-1,-1,-2,0,-2,3,3,2,3,3,-2,-3,-3,-3,-2,-1,-1,-1,-1,-2,2,-1,-1,-1,-2,2,1,1,0,-1
"148",148,"15e8920f6f8174fe",2,23,3,5,5,1,9,21,"","true",430,2,0,1,1,1,1,-2,-2,-3,-3,-3,0,-3,-3,0,2,-3,-3,-3,-3,-3,-2,3,3,1,3,3,2,-1,3,1,-3,-3,-1,-1,-3,-1,-3,-3,-3,-3,2,1,-2,-3,-2,-3,3,3,3,3,3,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,1,-2,-2,3,3,3,0,3,0,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,"","","noInterv",273,0,0,0,0,1,0,0,0,0,0,0,0,-3,-3,0,2,-2,0,0,0,0,0,0,0,0,0,0,2,-1,3,2,-3,-3,-3,1,-2,-1,-2,-3,-3,-2,2,0,-2,-1,-2,-3,3,3,3,3,3,0,0,0,0,0,-2,-2,0,-2,-2,-2,-1,0,-2,-2,1,2,2,-2,-2
"149",149,"388a890d4161cb42",1,29,1,5,1,5,2,74,"I thought it was relevant to popular interest in this country and well worded","true",382,3,2,-2,-2,1,1,-2,2,3,-1,3,3,3,3,3,3,2,-2,-2,2,-2,2,2,1,2,2,2,1,2,-1,1,-3,3,2,3,1,-1,2,1,3,2,2,3,0,2,3,3,-3,-2,-3,-2,-3,1,-1,-2,2,-1,1,-1,-2,-3,-3,-2,-3,-2,-3,-3,3,1,1,-2,-3,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",353,1,-2,2,-2,1,-3,-2,2,-2,2,3,3,3,2,2,2,-2,-2,2,-2,-2,2,2,1,3,3,2,-1,-3,2,1,-3,2,2,1,-2,-1,2,1,2,2,2,-2,2,2,2,1,-1,-2,-1,-3,1,1,-2,2,-1,-3,-2,-2,-2,-2,2,-2,-3,-2,-1,-1,2,2,2,-2,-3
